Domain,Sub domain,Intent,Answer Format,value,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,y_hat
About Business Component,Signing,Action_to_sign,Please review the input correctness of the downloaded form before signing the form.,"I just downloaded the form, now what?",-4.202292,-4.852929,-4.5800514,-3.6987753,-5.428856,-5.949417,-4.745254,-5.0549865,-3.99081,-4.228897,-4.929983,-5.284216,-5.3213935,-5.3046427,-4.8962283,-3.6136477,-5.483045,-4.142712,-5.1641345,-5.5900207,-4.721687,-5.162547,-4.756361,-3.9267058,-5.1328835,-6.3606176,-5.8955827,-4.458256,0.68215215,-5.284081,-4.9481726,-5.677328,-4.2668943,-5.365961,-5.8939323,-3.745178,-5.6432023,-5.706664,-6.031722,-3.9001832,-5.4304004,-5.431952,-4.8981605,-4.605921,-3.971253,-4.949756,-5.0917044,-4.3619,-6.0012,-5.127441,-5.6769056,-5.2781157,-4.90343,-5.8937316,-5.046745,-5.521459,-5.1919827,-5.502572,-6.194006,-5.142503,-5.0094423,-5.1376276,-4.858847,-4.9384503,-5.4742384,-5.788942,-5.657566,-4.276774,-4.3717804,-4.718012,-4.2403383,-4.902419,-4.633237,-6.06956,28
About Business Component,Selection,Multi_selection_companies,You can select multiple companies in one go and we will help you deduplicates the required information to save your time.,Is the choice for more than one company ensured?,-5.6178074,-5.123994,-5.6402917,-5.4795794,-5.5233235,-5.9384,-4.7321367,-5.375616,-5.207282,-5.2541966,-6.34521,-5.7035975,-6.028445,-5.7438726,-6.5944757,-5.8868446,-5.004627,-6.077179,-4.9447823,-5.4873796,-6.3139462,-6.1154637,-4.6828585,-5.490755,-5.437267,-5.8606067,-5.47214,-4.242213,-5.280918,-5.2454705,-5.2255993,-5.3024135,-4.9914174,-5.6766753,-3.5361333,-5.616328,-5.453858,-6.278235,-4.7521677,-4.7614365,-4.612694,-4.191163,-4.0119734,-4.3813424,-4.8288727,-5.2295904,-5.008367,-5.172906,-5.885499,-4.6242986,-4.018074,1.0649278,-4.7692733,-5.452739,-4.8704953,-5.771252,-5.255342,-5.6333647,-5.7844906,-4.6523175,-4.243677,-4.8634124,-4.6838193,-5.1645665,-4.2294254,-5.4184837,-4.98514,-5.4146605,-4.520398,-4.5437784,-5.0243435,-5.297369,-5.2786226,-4.4549828,51
About company,Current,Collaboration,"For our partners powered by Fill Easy and iAMSMART, we always have a prior agreement with them to send our information to them. Fill Easy and our partner have established a secure online channel to pass information between us two.","So, how do you share my information with your partners?",-5.143831,-5.031616,-3.8736105,-5.14951,-3.7177546,-4.5424557,-5.951684,-5.0083957,-5.7056026,-6.261543,-4.766901,-4.928051,-4.415597,-4.6308546,-4.3981423,-4.3688664,-4.472993,-4.4485273,-4.900758,-3.7066164,-5.2665825,-4.4433126,-5.6340423,-4.669458,-4.140169,-3.9431853,-4.6324067,-6.109324,-5.62789,-5.2780457,-5.0477314,-4.4013267,-5.2043953,0.84731925,-5.7207117,-4.916586,-4.3271003,-5.4657936,-4.3587728,-6.5767837,-4.999036,-5.040397,-5.3502617,-5.926942,-5.787093,-5.735761,-5.150817,-4.3351846,-4.326324,-6.0072794,-4.9324813,-5.758736,-5.602888,-5.2196116,-5.2443895,-3.6584113,-5.274062,-4.7856903,-4.8506465,-5.2344675,-6.6910725,-6.205473,-4.857142,-4.6759663,-4.988544,-3.7978253,-5.9267836,-6.0396814,-5.571143,-5.2039566,-5.0257688,-3.933191,-5.063378,-5.5882764,33
Others,About Conversation,Greeting,"Hi there. Here is ""Matthew"", your personal assistant. May I help you?",The Heyya,-5.0615115,-4.544016,-4.869405,-5.3474813,-5.0363283,-5.6991296,-4.8009496,-5.329419,-5.278584,-5.4591813,-5.45962,-4.1666923,-5.016872,-5.6699386,-5.5805807,-4.5617824,-5.129316,-4.937881,-4.9210014,-4.2206016,-5.132749,-4.6211734,-4.81789,-5.0924544,-4.671195,-4.914255,-5.3488345,-5.400739,-5.019743,-4.485025,-5.2199664,-4.7214932,-5.689804,-4.497913,-5.286297,-5.380605,-4.597633,-5.4333143,-3.84284,-6.1121597,-4.464726,-4.8385997,-4.3922615,-4.544904,-4.961402,-4.6896477,-4.9633064,-5.0233245,-5.4970593,-5.489122,-5.0036235,-4.81973,-5.3440623,-5.015448,-4.1484246,-5.774215,-4.505821,-5.012458,-4.3333964,-4.6688495,-5.2124248,-5.6845336,-4.309454,0.57830554,-2.5924635,-4.122781,-5.336548,-4.675503,-5.265148,-5.6282988,-4.487576,-5.159065,-4.971644,-3.7951226,63
About Business Component,Post Servicing,Submission_withdrawal,You may need to direectly contact related parties for canceling your submission.,I want to revoke the submission,-4.914884,-4.936283,-5.4311194,-4.3262625,-4.3833833,-4.772078,-4.146384,-5.1051407,-4.505444,-5.0494967,-4.963036,-6.0213017,-5.754517,-5.280541,-3.9680278,-5.2339187,-4.2671566,-5.781822,-4.7939186,-5.2236385,-5.502207,-5.2321367,-4.8259764,0.983799,-5.7755313,-5.2233906,-4.926359,-4.5201993,-3.8513908,-4.515643,-5.4424996,-4.6611834,-5.085121,-4.2710724,-4.9884343,-4.64748,-5.616245,-4.7565775,-5.246743,-5.82223,-5.6758547,-5.011235,-3.9367037,-5.1419992,-4.2788363,-4.703359,-4.3758726,-4.879818,-4.897216,-6.262875,-5.4764504,-5.30215,-5.797211,-5.4151034,-4.236279,-4.514769,-5.386836,-5.1051598,-5.15578,-5.515616,-5.2846565,-5.4465938,-4.4799485,-5.0688853,-5.1385374,-5.3771977,-4.1154127,-4.4891663,-4.8951793,-4.958661,-4.225455,-6.088235,-4.3479986,-4.911167,23
About Business Component,Overall,Doubt_usefulness,TBC,What advantages can you bring to me?,-5.311522,-4.716474,-4.279465,-6.0561767,-3.7441232,-4.678468,-4.523734,-5.296106,-5.1072125,-4.61754,-4.1978016,-4.3113065,-5.2661915,-5.0265956,-4.476555,-4.2506623,-4.415278,-3.556772,-6.6792574,-5.2479815,-3.6420772,-2.8343527,-5.213888,-5.5990834,-5.1773744,-3.9838686,-5.18247,-5.447075,-5.539862,-5.230039,-5.6530633,-4.232012,-5.633192,-4.528285,-5.7788043,-5.3915477,0.66109955,-4.753665,-4.9716163,-5.0444474,-5.6232533,-5.125827,-5.4284377,-5.3438582,-5.3675838,-5.1011696,-5.746753,-5.3369255,-4.5971813,-5.9116583,-5.815836,-5.447455,-5.063464,-4.9285436,-5.798813,-4.6627474,-6.2223268,-4.2196813,-4.9530234,-5.386373,-5.8468394,-6.1879516,-5.4720926,-4.637936,-4.599758,-3.8920739,-5.4156146,-4.722086,-6.135333,-5.925096,-5.3653865,-4.351222,-4.836216,-5.367998,36
Others,About Conversation,Misunderstand,"Sorry ""Matthew"" are designed for answering speific quesation only. Please try rephasing your question. If i didn't help, you can also drop your question to XXXX@filleasy.com.","Why do you still respond in no sense? - We are so dumb, why do you still answer in no sense?",-5.297101,-5.1789246,-5.884343,-5.142443,-5.20471,-5.1845417,-5.045622,-5.786747,-5.1436205,-5.035767,-5.9815826,-6.0055113,-5.2810597,-6.3423204,-5.6149483,-6.306537,-5.788159,-5.992936,-4.8473587,-5.300655,-5.7940245,-4.5727034,-4.9043,-4.9930067,-5.8054457,-5.3869004,-5.5277276,-4.7254934,-5.15853,-5.222154,-6.2545896,-5.682812,-5.41655,-4.5139155,-4.977654,-5.0930634,-5.3781943,-5.156787,-5.396168,-5.842115,-5.488676,-4.9561934,-5.3807187,-5.1244655,-5.546769,-4.8818874,-4.882277,-5.653077,-5.2355685,-5.5057054,-4.4839034,-4.7415977,-5.8063335,-5.622158,-4.58892,-4.3262067,-5.3258514,-5.5584354,-4.468417,-4.607395,-4.5839505,-4.6783247,0.947832,-4.922168,-4.551566,-5.245283,-3.753975,-4.5788035,-4.4205256,-4.356978,-3.8360493,-5.4705796,-5.5634584,-5.7006793,62
About Business Component,Selection,Form_unexpected_questioning,"it may be because of one of the reason below: 1. it only accept digital channel for submitting changing request; 2. it is not under our currently covered industry (financial service); 3. it is not under our currently covered location (Hong Kong). If you have a physical form, we encourage you to try out our ""Form Recogniser"", it is a AI driven solution help checking if your form is covered by our current service. ",Why Can't You Know My Targeted Company on Your Website?,-4.7603564,-4.0856886,-4.440533,-5.581472,-6.161154,-5.691958,-5.06751,-6.033741,-5.9581075,-5.304885,-5.7524753,-5.061741,-5.935452,-5.8636055,-4.4759865,-5.444917,-5.602459,-5.270105,-4.5327697,-5.819041,-5.991867,-5.617722,-6.413899,-4.4183035,-5.0642095,-5.87628,-6.4968014,-5.2790504,-4.735981,-4.632981,-5.9189644,-4.9053745,-4.413567,-5.1562114,-3.5105124,-5.4478674,-5.7399797,-6.862956,-4.7565646,-4.86318,-3.5079534,-5.773413,0.82524216,-3.9627597,-4.430122,-5.399732,-4.0542784,-3.876437,-5.744601,-4.7946286,-5.0449047,-4.076234,-5.8258877,-6.221263,-5.293943,-5.38757,-5.2779007,-5.845899,-5.6170416,-5.0453963,-5.584261,-4.750415,-5.364594,-4.321647,-4.082372,-4.2868958,-5.669851,-4.4438653,-4.3796897,-5.5353217,-4.4050837,-4.716278,-5.6906404,-4.4423575,42
About Techology,iAM SMART Integration,Without_iamsmart,"You can still use our service without using iAM Smart. Please ask me ""How can I use your form-filling service without iAMSMART?"" for more details.",Can I use form-filling function without a iAMSMART account,-4.4617133,-4.645642,0.63465637,-5.3693576,-4.446698,-4.6991763,-6.854753,-5.34573,-5.639939,-5.9208717,-3.64221,-4.7182283,-4.940768,-4.3113275,-3.6287806,-4.4553328,-5.372497,-3.5498195,-5.2615256,-4.684905,-5.227298,-4.9400287,-6.0189266,-5.5985165,-4.8698072,-4.3229737,-5.0916634,-6.1584387,-4.9276648,-5.0252867,-5.6041393,-3.7786386,-4.4758954,-3.7162693,-5.737695,-4.4732447,-4.404035,-5.2482347,-5.3626404,-5.107761,-4.273774,-5.4956274,-4.558478,-5.0081,-5.0903497,-4.24478,-4.1309147,-4.1770024,-3.7325451,-5.556178,-5.4864583,-6.2756796,-5.373851,-5.504703,-5.251502,-4.307859,-4.6472373,-4.6665196,-5.071974,-5.8354034,-5.863766,-6.2212033,-5.133256,-4.90132,-4.8494773,-4.31751,-5.596587,-4.887437,-5.4319363,-5.277813,-5.476034,-3.7063117,-4.4866357,-5.3349533,2
About Techology,iAM SMART Integration,Without_iamsmart,"You can still use our service without using iAM Smart. Please ask me ""How can I use your form-filling service without iAMSMART?"" for more details.",Will you be able to use the service without a iAM SMART account?,-4.4683075,-4.6525135,0.58691853,-5.416371,-4.542414,-4.7803416,-6.783441,-5.3163342,-5.6406245,-5.8937817,-3.6807156,-4.7137437,-4.9336295,-4.406727,-3.7250867,-4.4445186,-5.382093,-3.5573814,-5.2644806,-4.770498,-5.2687907,-4.9777503,-6.007866,-5.6428137,-4.9511776,-4.3848557,-5.122272,-6.154166,-4.956942,-5.005052,-5.6434445,-3.8066528,-4.5122123,-3.771479,-5.728414,-4.5589294,-4.4188128,-5.297253,-5.3806615,-5.1566477,-4.2832856,-5.497612,-4.563626,-5.0008307,-5.1121073,-4.2206244,-4.2100253,-4.1722884,-3.7939703,-5.5349765,-5.5209117,-6.2617087,-5.3738675,-5.5464864,-5.2911577,-4.309325,-4.6386228,-4.705597,-5.108916,-5.8680935,-5.923372,-6.241668,-5.1637893,-4.908983,-4.8293257,-4.2638073,-5.6232667,-4.8826976,-5.462744,-5.316327,-5.5429053,-3.7636054,-4.440481,-5.3492675,2
About Business Component,Overall,Flow_summary,"Click ""start"" -> select your require function and companies -> fill all the field come out -> press ""submit"" -> press ""using iAM Smart"" -> sign the form with iam Smart digital signature -> submit the form",Teach Me How to Use your form filling service step by step,-4.7969246,-5.354435,-3.7522929,-5.0308504,-4.676767,-4.230052,-5.4227824,-5.3370924,-5.438878,-6.569095,-5.1897335,-4.5172563,-4.1965184,-5.157084,-4.5628686,-5.3935614,-3.774483,-4.3215485,-5.526301,-4.777494,-5.1191545,-4.2850204,-5.286633,-5.297357,-4.6120615,0.5504207,-4.686077,-6.059962,-5.930693,-5.484212,-4.3439546,-3.8525915,-4.876535,-3.7574499,-5.5615716,-4.9813185,-4.1225796,-4.7798476,-4.055486,-6.04887,-5.482317,-4.7556505,-5.652638,-5.5061884,-6.010067,-4.7572484,-4.944445,-5.1313944,-3.366122,-5.5528765,-5.4987054,-6.0673504,-4.8156796,-3.3616366,-5.818029,-5.181093,-5.1853547,-4.7875185,-3.5143778,-5.2757096,-5.899343,-6.3323946,-5.2927036,-4.9494443,-4.394553,-4.240463,-5.0684314,-5.809264,-5.248677,-5.5745044,-6.5137563,-4.7880845,-5.365675,-4.1199985,25
About company,Current,Uniqueness,"We are an integration hub on finding, auto-filling and submitting forms. Our uniqueness is straight through processing on all the annoying forms you need to tackle.",What is the Difference between Autofill and FillEasy?,-4.1619406,-4.840966,-4.4661064,-5.6567807,-6.110051,-5.522107,-5.356083,-5.2977123,-5.5151935,-4.1842804,-5.219161,-5.494851,-5.1644874,-5.3258233,-4.866215,-4.650127,-5.2147603,-5.484243,0.9233211,-5.184666,-6.244176,-5.6204967,-4.846636,-4.904367,-5.0980134,-5.09685,-4.760483,-5.585566,-4.9205375,-4.277995,-5.5874352,-5.183035,-5.1638265,-4.193335,-4.045481,-5.347831,-6.1781445,-6.360965,-4.961891,-4.657211,-3.7104125,-5.5713744,-4.367202,-4.8953915,-4.2790384,-4.6642866,-3.903163,-3.8618443,-5.3831205,-4.0019345,-4.197756,-4.854748,-4.4992313,-6.121438,-4.119761,-5.613953,-4.2207885,-5.1730576,-5.016072,-4.4496,-4.517614,-4.365617,-4.5196934,-4.9136825,-4.714792,-5.130099,-4.506106,-5.2006717,-3.8479357,-4.3742785,-3.879031,-5.3560853,-4.8642244,-4.67454,18
About Business Component,Filling ,Required_input,"The input field only show a deduplicated information required on submitting all of your forms. To avoid rejection or further back and forth, we strongly suggest you to fill them all. you can also ask me ""Can I skip inputing sensitive information?"" if you are not comfortable about this.",Why can¡¦t I pass filling in income field?,-4.086507,-3.9861462,-4.4953814,-3.3999455,-4.5401,-5.587919,-5.56975,-5.9897223,-5.7521906,-5.458681,-4.679088,-5.6319423,-6.1198716,-4.721197,-4.5244985,-4.4532943,-4.170859,-4.372761,-5.13643,-3.3123045,-3.8263283,-5.662612,-6.19113,-4.552498,-5.1364,-5.031299,-5.2134323,-5.957013,-3.6090024,-4.7636523,-3.8800135,-4.9350343,-4.4809785,-4.945807,-5.996564,0.5067,-5.697562,-5.9600286,-4.733728,-4.2015724,-4.4531827,-4.872718,-5.181143,-4.1117954,-4.587839,-5.241515,-3.8367991,-4.3007455,-4.768532,-4.7146907,-5.9069715,-5.684044,-2.9049096,-4.1171746,-3.9270298,-6.3574967,-4.818729,-5.4542203,-5.3160534,-5.821556,-5.9552565,-6.1413994,-4.923726,-5.4378586,-5.5475116,-5.900803,-5.834983,-4.6402144,-5.2106705,-5.7330546,-5.9107223,-3.3425858,-4.820011,-4.4996624,35
About company,Current,Uniqueness,"We are an integration hub on finding, auto-filling and submitting forms. Our uniqueness is straight through processing on all the annoying forms you need to tackle.",How does your service be different than Google Auto Fill?,-4.1761317,-4.8663726,-4.4822407,-5.6902776,-6.1144986,-5.545814,-5.3856664,-5.334955,-5.5315323,-4.183754,-5.2358985,-5.521792,-5.187652,-5.3800406,-4.9000163,-4.6770535,-5.231995,-5.493723,0.8932705,-5.199164,-6.2568593,-5.6423173,-4.832201,-4.9227266,-5.1333423,-5.130125,-4.777259,-5.5850782,-4.944877,-4.2757564,-5.5864964,-5.1946692,-5.1718693,-4.211654,-4.091281,-5.348249,-6.197042,-6.3710065,-4.944022,-4.6609964,-3.7449925,-5.6084127,-4.3904753,-4.890194,-4.312492,-4.690133,-3.893724,-3.8918777,-5.391354,-4.0071263,-4.199593,-4.8505645,-4.502453,-6.132684,-4.1395473,-5.6090364,-4.2205844,-5.1849427,-5.031666,-4.4992237,-4.544238,-4.366027,-4.519826,-4.9148116,-4.7149687,-5.114174,-4.5228405,-5.216087,-3.9075165,-4.3946,-3.9029853,-5.344036,-4.8853116,-4.667248,18
Others,About Conversation,Complaint,"I am so sorry for your situation. Your valuable comments wil be sent to dedicated manager. If possible, may I have your help on descripting the problem through: ""link""",So that is unacceptable.,-5.7199316,-6.3177543,-5.1129146,-4.9507194,-4.297674,-4.4802146,-4.6035166,-5.039499,-4.7226715,-4.8361273,-5.814782,-5.3720846,-4.385285,-6.2193274,-6.0310664,-5.4977355,-5.4903574,-5.8117847,-4.2402864,-5.5091176,-6.4093347,-4.3202577,-3.7797604,-4.11284,-5.483981,-4.6347737,-4.6499486,-5.4634604,-5.7788925,-5.1392913,-6.5155416,-5.382253,-4.6400614,-5.283725,-5.209216,-5.764376,-4.9019666,-4.389076,-5.7499995,-5.5421314,-5.6961164,-5.107879,-5.5860405,-5.3913875,-5.254167,-4.256348,-4.6429214,-5.470235,-4.7794256,-5.387345,-4.7568316,-4.8238816,-4.9935474,-4.663649,-5.548158,-5.273333,-4.678734,-3.9721382,-3.963614,-5.811851,-4.646404,-4.55299,-3.4789584,-5.287587,-4.8954563,-4.82222,0.8923947,-4.626189,-5.0280704,-3.8743422,-4.404104,-6.8983116,-5.7402463,-4.4130836,66
About company,Current,Collaboration,"For our partners powered by Fill Easy and iAMSMART, we always have a prior agreement with them to send our information to them. Fill Easy and our partner have established a secure online channel to pass information between us two.",How do we set out communication with the banks?,-5.1916504,-5.0620203,-3.9503698,-5.1759486,-3.7042003,-4.504606,-5.967919,-5.061764,-5.756391,-6.304735,-4.866551,-4.9801574,-4.4969788,-4.6035395,-4.418353,-4.3998857,-4.515225,-4.499361,-4.922132,-3.7079546,-5.293923,-4.4906235,-5.6608415,-4.6570954,-4.106383,-3.9723973,-4.668533,-6.1090426,-5.653262,-5.3159366,-5.0590086,-4.4325504,-5.2411437,0.8083462,-5.715211,-4.9227924,-4.3816066,-5.464925,-4.3724523,-6.585547,-5.016101,-5.0248575,-5.35669,-5.9150057,-5.785338,-5.7861724,-5.202774,-4.3800745,-4.344521,-6.0138083,-4.915939,-5.7525196,-5.6272597,-5.2045407,-5.2164063,-3.6685975,-5.276933,-4.8241653,-4.895082,-5.249295,-6.685715,-6.2243648,-4.821104,-4.6893225,-5.0059137,-3.8847318,-5.9268312,-6.0580764,-5.5702944,-5.218347,-5.01956,-3.9843993,-5.0919924,-5.60149,33
About Business Component,Overall,Flow_summary,"Click ""start"" -> select your require function and companies -> fill all the field come out -> press ""submit"" -> press ""using iAM Smart"" -> sign the form with iam Smart digital signature -> submit the form",What I do to work?,-4.8455515,-5.4085503,-3.8256972,-5.092713,-4.6903815,-4.2488103,-5.462186,-5.3826694,-5.432262,-6.5948153,-5.2399774,-4.5710464,-4.210022,-5.156284,-4.593309,-5.448912,-3.8516972,-4.401822,-5.573813,-4.843734,-5.133497,-4.3498826,-5.302211,-5.310866,-4.676358,0.48780268,-4.675478,-6.0696225,-5.9463043,-5.4939766,-4.317277,-3.9226174,-4.9625278,-3.8637114,-5.604582,-5.0228405,-4.220316,-4.770462,-4.124779,-6.0679283,-5.522637,-4.7375364,-5.691445,-5.520047,-6.034034,-4.7816725,-4.952189,-5.205479,-3.33346,-5.575616,-5.5268626,-6.1154037,-4.8961363,-3.343242,-5.838427,-5.202289,-5.216102,-4.7693534,-3.475236,-5.3286977,-5.858825,-6.327624,-5.299233,-4.9606557,-4.3414707,-4.316763,-5.054408,-5.8686695,-5.2351117,-5.6074862,-6.5275407,-4.8781304,-5.3949304,-4.1416864,25
About Business Component,Selection,Form_type,"We currently cover forms for changing personal particular, which include changing Name & id/ Address/ Employment status/ benifical owner, etc. ",What forms can you please help me fill in?,-3.576376,-4.662654,-4.551185,-5.4225526,-5.4866095,-5.3588214,-5.063033,-5.459839,-5.526019,-4.4462833,-4.922766,-5.264985,-6.077934,-5.5310006,-4.4541736,-4.7539477,-5.7457523,-4.772709,-4.7270217,-5.729527,-4.3672776,-4.606223,-4.512557,-5.8515854,-4.612512,-6.0737424,-6.006616,-3.8559844,-3.8189244,-5.382717,-4.672323,-4.7493052,-3.5973177,-6.3029165,-5.0490127,-4.5307803,-4.8521595,-5.4632416,-4.817325,1.0040696,-4.8913054,-5.058966,-4.6967583,-5.0613837,-5.064144,-5.1595335,-4.8028173,-4.847474,-5.427822,-4.001473,-5.3692355,-4.5255632,-4.254902,-5.3836017,-5.0970387,-5.871945,-5.995971,-5.5642095,-5.3483744,-4.9777846,-4.425404,-4.489815,-5.5165987,-6.1656494,-6.023215,-6.0850434,-5.3384852,-4.2310076,-5.2087116,-4.892599,-5.3246536,-4.246456,-5.5019836,-5.375008,39
About Techology,Form recognizer,Form_recognizer_flow,"Click on ""Form recognizer"" button on mobile app -> take a photo as instructed -> return the 5 most likely form to you -> select the one -> process the remaining process.",Tell me how to use form recognizer.,-5.2499776,-5.5703607,-6.0097027,-5.4208803,-5.2327127,-5.8759184,-5.159726,-4.6357203,-4.5664406,-4.973164,-6.0963945,-5.5318074,-4.314455,-4.7790217,-5.668298,-6.5460987,-6.2978106,-5.7222557,-4.8761907,-6.1552453,-5.9235682,-4.8759265,-4.3777895,-6.180585,-4.7887974,-5.2633104,-4.875337,-4.2870736,-5.5340896,-6.086591,-5.254291,-5.73258,-5.3487687,-6.43845,-5.0800323,-6.3146677,-5.7291512,-5.062791,-5.1299834,-4.7071843,-6.135174,-4.8346777,-6.2222724,-6.0360208,-5.2197347,-4.6539636,-5.000836,-5.843268,-5.852238,-4.877295,-3.8654103,-4.1327004,-5.943405,-5.9026423,-4.9190645,-5.750899,-5.346278,-5.603691,-4.644796,-3.0290072,0.8654635,-3.3860338,-4.6659064,-5.2516785,-4.746023,-6.4524107,-4.495249,-5.517546,-4.608912,-4.11185,-4.1031995,-5.855069,-5.546802,-5.0146375,60
About Business Component,Signing,Signing_flow,"You can simply click on ""sign via iAmSmart"" button after filling up the forms using iAmSmart. If you are not a i am smart user, you can download the prefilled form, sign and submit those forms offline.",Do I download an image for my signature?,-5.5372796,-5.7097163,-4.1938987,-5.298505,-4.179533,-3.7826355,-5.4319777,-4.767615,-4.7898297,-6.406848,-4.3748593,-4.723859,-5.0617003,1.0174229,-4.475967,-4.4407663,-5.056055,-3.8680556,-5.534638,-4.803612,-4.721338,-4.9942584,-5.528456,-5.6240215,-3.2451491,-4.7308064,-4.610375,-5.6035504,-5.4057274,-6.4812646,-4.561005,-5.0796046,-4.8672094,-4.6709785,-5.4407115,-4.807648,-4.8396654,-3.5728092,-5.323849,-5.182767,-5.2003374,-4.8614087,-5.3401613,-6.0198693,-5.1785884,-4.630577,-5.5820665,-5.0184727,-4.575504,-5.2317853,-5.46234,-5.42862,-5.211713,-4.8484178,-4.7267656,-5.1546803,-4.9402394,-5.4898806,-4.8856397,-4.7537065,-4.499845,-5.2077947,-5.8386025,-5.1338477,-5.5040817,-5.9411674,-5.8214545,-6.452381,-5.2817593,-4.921716,-5.4817715,-4.408047,-5.3258896,-5.5526166,13
